ACQUISITION_COST,ADDRESS_HOME_CITY,ADDRESS_HOME_COUNTRY,AGGREGATION_OPT_IN_INDICATOR,ANNUAL_INCOME,CREDIT_SCORE_HIGHEST,CREDIT_SCORE_LOWEST,CREDIT_UTILIZATION,DATE_FIRST_ACCOUNT_OPENED,DATE_LAST_ACCOUNT_OPENED,DEBT_SERVICE_COVERAGE_RATIO,EFFECTIVE_DATE,GEOGRAPHIC_AREA_HOME,HOME_OWNER_INDICATOR,HOUSEHOLD_BEHAVIOR,HOUSEHOLD_ID,HOUSEHOLD_SIZE,IMPORTANCE_LEVEL_CODE,INFLUENCE_SCORE,INTERNET_BANKING_INDICATOR,LOYALTY_RATING_CODE,MARKET_GROUP,METRIC_BEHAVIOR_PROFILE,METRIC_BEHAVIOR_PROFILE_2,METRIC_BEHAVIOR_PROFILE_3,METRIC_BEHAVIOR_PROFILE_4,METRIC_BEHAVIOR_PROFILE_5,METRIC_COMMUNICATION_STYLE,METRIC_FINANCIAL_KNOWLEDGE_RATING,METRIC_LATEST_TONE,METRIC_NET_PROMOTER_SCORE,METRIC_PERSONALITY_TYPE,METRIC_SATISFACTION_LEVEL,METRIC_STRENGTH_OF_RELATIONSHIP,METRIC_TECH_SAVY,MONTHLY_HOUSING_COST,MONTHLY_NET_INCOME,NUMBER_OF_DEPENDENT_ADULTS,NUMBER_OF_DEPENDENT_CHILDREN,OLDEST_DEPENDENT_ADULT_BIRTH_YEAR,OLDEST_DEPENDENT_CHILD_BIRTH_YEAR,OLDEST_MEMBER_BIRTH_YEAR,PREFERRED_COMMUNICATION_FORM,PRIMARY_ADVISOR_ID,PRIMARY_ADVISOR_ORGANIZATION_ID,PRIMARY_BRANCH_PROXIMITY,PRIMARY_CUSTOMER_BIRTH_YEAR,PRIMARY_CUSTOMER_EDUCATION_LEVEL,PRIMARY_CUSTOMER_EMPLOYMENT_STATUS,PRIMARY_CUSTOMER_GENDER,PRIMARY_CUSTOMER_MARITAL_STATUS,PRIMARY_SPOKEN_LANGUAGE,PRIMARY_WRITTEN_LANGUAGE,PURSUIT,RELATIONSHIP_START_DATE,SATISFACTION_RATING_FROM_SURVEY,SECONDARY_ADVISOR_ID,SECONDARY_ADVISOR_ORGANIZATION_ID,SECONDARY_CUSTOMER_BIRTH_YEAR,SECONDARY_CUSTOMER_EDUCATION_LEVEL,SECONDARY_CUSTOMER_EMPLOYMENT_STATUS,SECONDARY_CUSTOMER_GENDER,SECONDARY_CUSTOMER_MARITAL_STATUS,STATUS,STATUS_DATE,STATUS_REASON,TOTAL_ASSETS,URBAN_CODE,USER_DEFINED_BOOLEAN_1,USER_DEFINED_BOOLEAN_2,USER_DEFINED_BOOLEAN_3,USER_DEFINED_BOOLEAN_4,USER_DEFINED_BOOLEAN_5,USER_DEFINED_DATE_1,USER_DEFINED_DATE_2,USER_DEFINED_DATE_3,USER_DEFINED_DATE_4,USER_DEFINED_DATE_5,USER_DEFINED_INTEGER_1,USER_DEFINED_INTEGER_2,USER_DEFINED_INTEGER_3,USER_DEFINED_INTEGER_4,USER_DEFINED_INTEGER_5,USER_DEFINED_NUMERIC_1,USER_DEFINED_NUMERIC_2,USER_DEFINED_NUMERIC_3,USER_DEFINED_NUMERIC_4,USER_DEFINED_NUMERIC_5,USER_DEFINED_STRING_1,USER_DEFINED_STRING_2,USER_DEFINED_STRING_3,USER_DEFINED_STRING_4,USER_DEFINED_STRING_5,WALLET_SHARE_PERCENTAGE,YOUNGEST_DEPENDENT_ADULT_BIRTH_YEAR,YOUNGEST_DEPENDENT_CHILD_BIRTH_YEAR,YOUNGEST_MEMBER_BIRTH_YEAR
55.02699309780146,Emerald City,USA,True,88936.0,676.9948191352805,676.9948191352805,0.19314407141678602,2018-01-02,2018-01-02,1.0,2018-01-02,USA Indiana,TRUE,Moderate,1000,3,Low priority,68387,True,83197,Accumulating,,,,,,,,,,,,,,1334.04,4446.8,0,1,,,,Email,1015,,501.56916060814996,1981,College,Employed,Male,Married,English,English,Capital Acquisition,2018-01-02,satisfied,1015,,1981,College,Employed,Male,Married,Active,2018-01-02,,,City,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
19.712714767679028,Coruscant,USA,True,144189.0,682.2760178224406,682.2760178224406,0.48542063222933585,2017-11-29,2017-11-29,1.0,2017-11-29,USA New Mexico,FALSE,Aggressive,1001,1,Normal priority,131758,False,80883,Gifting,,,,,,,,,,,,,,2162.835,7209.45,0,0,,,,Video Conference,1003,,426.05461437468733,1934,Professional,Selfemployed,Female,Divorced,English,English,Retirement Planning,2017-11-29,very dissatisfied,1003,,1934,Professional,Selfemployed,Female,Divorced,Active,2017-11-29,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
81.47334649787182,Metropolis,Canada,True,127032.0,799.5671001531953,799.5671001531953,0.00339291229603003,2017-08-28,2017-08-28,1.0,2017-08-28,Canada QC Quebec,FALSE,Growth,1002,2,High priority,72552,True,54611,Accumulating,,,,,,,,,,,,,,1905.4799999999998,6351.599999999999,0,0,,,,Other,1005,,201.50463787829676,1954,PhD,Homemaker,Female,Married,English,English,Increase Net Worth,2017-08-28,very satisfied,1005,,1954,PhD,Homemaker,Female,Married,Active,2017-08-28,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,
58.943522846073016,Emerald City,USA,True,118908.0,733.3563293235931,733.3563293235931,0.7101688688083914,2018-01-17,2018-01-17,1.0,2018-01-17,USA Nebraska,FALSE,Growth,1003,2,High priority,49482,False,107792,Accumulating,,,,,,,,,,,,,,1783.6200000000001,5945.400000000001,0,0,,,,Other,1016,,844.4954174268062,1950,PhD,Homemaker,Female,Married,English,English,Increase Net Worth,2018-01-17,very satisfied,1016,,1950,PhD,Homemaker,Female,Married,Active,2018-01-17,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
74.09166383415753,Smallville,USA,True,83259.0,676.3984198661834,676.3984198661834,0.6987499743652646,2018-01-03,2018-01-03,1.0,2018-01-03,USA Colorado,TRUE,Moderate,1004,4,Low priority,144341,False,64163,Accumulating,,,,,,,,,,,,,,1248.885,4162.95,0,2,,,,Email,1005,,116.2306035381388,1975,College,Employed,Male,Married,English,English,Estate Planning,2018-01-03,satisfied,1005,,1975,College,Employed,Male,Married,Active,2018-01-03,,,City,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,
5.006556788437145,Zion,USA,True,122032.0,742.3504223709705,742.3504223709705,0.24560442112290726,2017-11-01,2017-11-01,1.0,2017-11-01,USA Texas,FALSE,Aggressive,1005,1,Normal priority,127817,False,112311,Spending,,,,,,,,,,,,,,1830.4799999999998,6101.599999999999,0,0,,,,In Person,1004,,198.25768196242905,1937,Professional,Retired,Female,Single,English,English,Increase Net Worth,2017-11-01,very satisfied,1004,,1937,Professional,Retired,Female,Single,Active,2017-11-01,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,
18.418417618255056,Castle Rock,USA,True,99244.0,776.2994638629546,776.2994638629546,0.901826349032506,2017-08-03,2017-08-03,1.0,2017-08-03,USA Louisiana,TRUE,Growth,1006,1,High priority,112890,False,120620,Accumulating,,,,,,,,,,,,,,1488.6599999999999,4962.2,0,0,,,,Teleconference,1018,,874.1356282895987,1955,PhD,Homemaker,Female,Single,English,English,Increase Net Worth,2017-08-03,very satisfied,1018,,1955,PhD,Homemaker,Female,Single,Active,2017-08-03,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,
4.828176994837703,Riverdale,Canada,True,137960.0,757.0221479541713,757.0221479541713,0.17104363943598933,2016-12-23,2016-12-23,1.0,2016-12-23,Canada QC Quebec,FALSE,Aggressive,1007,4,High priority,142965,True,93422,Spending,,,,,,,,,,,,,,2069.4,6898.0,0,2,,,,In Person,1008,,373.27902090850296,1959,University,Homemaker,Female,Married,English,English,Increase Net Worth,2016-12-23,very satisfied,1008,,1959,University,Homemaker,Female,Married,Active,2016-12-23,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,
14.001673101726658,Star City,USA,True,65955.0,785.6870042741074,785.6870042741074,0.32525554678329677,2018-02-03,2018-02-03,1.0,2018-02-03,USA Florida,TRUE,Conserviti,1008,3,Low priority,58379,False,72520,Starting,,,,,,,,,,,,,,989.3249999999999,3297.75,0,1,,,,Email,1013,,25.73151816859486,1993,High School,Unemployed,Male,Married,English,English,Education Planning,2018-02-03,neutral,1013,,1993,High School,Unemployed,Male,Married,Active,2018-02-03,,,City,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,
74.14221190022222,Coruscant,Canada,True,101421.0,684.429520179058,684.429520179058,0.5075778148019177,2016-07-20,2016-07-20,1.0,2016-07-20,Canada SK Saskatchewan,TRUE,Growth,1009,4,High priority,66450,True,110010,Accumulating,,,,,,,,,,,,,,1521.315,5071.05,0,2,,,,Teleconference,1008,,766.7913403257502,1960,University,Employed,Female,Married,English,English,Estate Planning,2016-07-20,satisfied,1008,,1960,University,Employed,Female,Married,Active,2016-07-20,,,City,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,
